event_id,event_timestamp,user_id,anonymous_id,session_id,event_name,traffic_source,page_location,product_id,order_id,revenue,device_category
evt00530,2026-05-16 23:37:00,u006,anon_u006,s0139,page_view,organic_search,/,,,,mobile
evt00531,2026-05-17 01:35:00,u011,anon_u011,s0140,session_start,social,/,,,,tablet
evt00532,2026-05-17 01:41:00,u011,anon_u011,s0140,page_view,social,/collections/new,,,,tablet
evt00533,2026-05-17 01:47:00,u011,anon_u011,s0140,view_item,social,/product/p017,p017,,,tablet
evt00534,2026-05-17 01:53:00,u011,anon_u011,s0140,begin_checkout,social,/product,,,,tablet
evt00535,2026-05-17 03:43:00,u016,anon_u016,s0141,session_start,email,/collections/new,,,,desktop
evt00536,2026-05-17 03:49:00,u016,anon_u016,s0141,page_view,email,/collections/bestsellers,,,,desktop
evt00537,2026-05-17 03:55:00,u016,anon_u016,s0141,add_to_cart,email,/product,p019,,,desktop
evt00538,2026-05-17 05:06:00,u021,anon_u021,s0142,session_start,direct,/collections/bestsellers,,,,mobile
evt00539,2026-05-17 05:12:00,u021,anon_u021,s0142,page_view,direct,/product,,,,mobile
evt00540,2026-05-17 05:18:00,u021,anon_u021,s0142,view_item,direct,/product/p021,p021,,,mobile
evt00541,2026-05-17 07:14:00,u026,anon_u026,s0143,session_start,affiliate,/product,,,,tablet
evt00542,2026-05-17 07:20:00,u026,anon_u026,s0143,page_view,affiliate,/cart,,,,tablet
evt00543,2026-05-17 09:18:00,u001,anon_u001,s0144,session_start,paid_search,/cart,,,,desktop
evt00544,2026-05-17 09:24:00,u001,anon_u001,s0144,page_view,paid_search,/checkout,,,,desktop
evt00545,2026-05-17 09:30:00,u001,anon_u001,s0144,view_item,paid_search,/product/p001,p001,,,desktop
evt00546,2026-05-17 09:36:00,u001,anon_u001,s0144,add_to_cart,paid_search,/,p001,,,desktop
evt00547,2026-05-17 11:26:00,u006,anon_u006,s0145,session_start,organic_search,/checkout,,,,mobile
evt00548,2026-05-17 11:32:00,u006,anon_u006,s0145,page_view,organic_search,/account,,,,mobile
evt00549,2026-05-17 11:38:00,u006,anon_u006,s0145,begin_checkout,organic_search,/,,,,mobile
evt00550,2026-05-17 13:34:00,u011,anon_u011,s0146,session_start,social,/account,,,,tablet
evt00551,2026-05-17 13:40:00,u011,anon_u011,s0146,page_view,social,/,,,,tablet
evt00552,2026-05-17 13:46:00,u011,anon_u011,s0146,view_item,social,/product/p005,p005,,,tablet
evt00553,2026-05-17 15:42:00,u016,anon_u016,s0147,session_start,email,/,,,,desktop
evt00554,2026-05-17 15:48:00,u016,anon_u016,s0147,page_view,email,/collections/new,,,,desktop
evt00555,2026-05-17 15:54:00,u016,anon_u016,s0147,add_to_cart,email,/collections/bestsellers,p007,,,desktop
evt00556,2026-05-17 17:01:00,u021,anon_u021,s0148,session_start,direct,/collections/new,,,,mobile
evt00557,2026-05-17 17:07:00,u021,anon_u021,s0148,page_view,direct,/collections/bestsellers,,,,mobile
evt00558,2026-05-17 17:13:00,u021,anon_u021,s0148,view_item,direct,/product/p009,p009,,,mobile
evt00559,2026-05-17 19:09:00,u026,anon_u026,s0149,session_start,affiliate,/collections/bestsellers,,,,tablet
evt00560,2026-05-17 19:15:00,u026,anon_u026,s0149,page_view,affiliate,/product,,,,tablet
evt00561,2026-05-17 21:17:00,u001,anon_u001,s0150,session_start,paid_search,/product,,,,desktop
evt00562,2026-05-17 21:23:00,u001,anon_u001,s0150,page_view,paid_search,/cart,,,,desktop
evt00563,2026-05-17 21:29:00,u001,anon_u001,s0150,view_item,paid_search,/product/p013,p013,,,desktop
evt00564,2026-05-17 21:35:00,u001,anon_u001,s0150,add_to_cart,paid_search,/account,p013,,,desktop
evt00565,2026-05-17 21:41:00,u001,anon_u001,s0150,begin_checkout,paid_search,/,,,,desktop
evt00566,2026-05-17 23:25:00,u006,anon_u006,s0151,session_start,organic_search,/cart,,,,mobile
evt00567,2026-05-17 23:31:00,u006,anon_u006,s0151,page_view,organic_search,/checkout,,,,mobile
evt00568,2026-05-18 01:29:00,u011,anon_u011,s0152,session_start,social,/checkout,,,,tablet
evt00569,2026-05-18 01:35:00,u011,anon_u011,s0152,page_view,social,/account,,,,tablet
evt00570,2026-05-18 01:41:00,u011,anon_u011,s0152,view_item,social,/product/p017,p017,,,tablet
evt00571,2026-05-18 03:37:00,u016,anon_u016,s0153,session_start,email,/account,,,,desktop
evt00572,2026-05-18 03:43:00,u016,anon_u016,s0153,page_view,email,/,,,,desktop
evt00573,2026-05-18 03:49:00,u016,anon_u016,s0153,add_to_cart,email,/collections/new,p019,,,desktop
evt00574,2026-05-18 05:45:00,u021,anon_u021,s0154,session_start,direct,/,,,,mobile
evt00575,2026-05-18 05:51:00,u021,anon_u021,s0154,page_view,direct,/collections/new,,,,mobile
evt00576,2026-05-18 05:57:00,u021,anon_u021,s0154,view_item,direct,/product/p021,p021,,,mobile
evt00577,2026-05-18 07:08:00,u026,anon_u026,s0155,session_start,affiliate,/collections/new,,,,tablet
evt00578,2026-05-18 07:14:00,u026,anon_u026,s0155,page_view,affiliate,/collections/bestsellers,,,,tablet
evt00579,2026-05-18 07:20:00,u026,anon_u026,s0155,begin_checkout,affiliate,/product,,,,tablet
evt00580,2026-05-18 09:12:00,u001,anon_u001,s0156,session_start,paid_search,/collections/bestsellers,,,,desktop
evt00581,2026-05-18 09:18:00,u001,anon_u001,s0156,page_view,paid_search,/product,,,,desktop
evt00582,2026-05-18 09:24:00,u001,anon_u001,s0156,view_item,paid_search,/product/p001,p001,,,desktop
evt00583,2026-05-18 09:30:00,u001,anon_u001,s0156,add_to_cart,paid_search,/checkout,p001,,,desktop
evt00584,2026-05-18 11:20:00,u006,anon_u006,s0157,session_start,organic_search,/product,,,,mobile
evt00585,2026-05-18 11:26:00,u006,anon_u006,s0157,page_view,organic_search,/cart,,,,mobile
evt00586,2026-05-18 13:28:00,u011,anon_u011,s0158,session_start,social,/cart,,,,tablet
evt00587,2026-05-18 13:34:00,u011,anon_u011,s0158,page_view,social,/checkout,,,,tablet
evt00588,2026-05-18 13:40:00,u011,anon_u011,s0158,view_item,social,/product/p005,p005,,,tablet
evt00589,2026-05-18 15:36:00,u016,anon_u016,s0159,session_start,email,/checkout,,,,desktop
evt00590,2026-05-18 15:42:00,u016,anon_u016,s0159,page_view,email,/account,,,,desktop
evt00591,2026-05-18 15:48:00,u016,anon_u016,s0159,add_to_cart,email,/,p007,,,desktop
evt00592,2026-05-18 17:40:00,u021,anon_u021,s0160,session_start,direct,/account,,,,mobile
evt00593,2026-05-18 17:46:00,u021,anon_u021,s0160,page_view,direct,/,,,,mobile
evt00594,2026-05-18 17:52:00,u021,anon_u021,s0160,view_item,direct,/product/p009,p009,,,mobile
evt00595,2026-05-18 17:58:00,u021,anon_u021,s0160,begin_checkout,direct,/collections/bestsellers,,,,mobile
evt00596,2026-05-18 19:03:00,u026,anon_u026,s0161,session_start,affiliate,/,,,,tablet
evt00597,2026-05-18 19:09:00,u026,anon_u026,s0161,page_view,affiliate,/collections/new,,,,tablet
evt00598,2026-05-18 21:11:00,u001,anon_u001,s0162,session_start,paid_search,/collections/new,,,,desktop
evt00599,2026-05-18 21:17:00,u001,anon_u001,s0162,page_view,paid_search,/collections/bestsellers,,,,desktop
evt00600,2026-05-18 21:23:00,u001,anon_u001,s0162,view_item,paid_search,/product/p013,p013,,,desktop
evt00601,2026-05-18 21:29:00,u001,anon_u001,s0162,add_to_cart,paid_search,/cart,p013,,,desktop
evt00602,2026-05-18 23:19:00,u006,anon_u006,s0163,session_start,organic_search,/collections/bestsellers,,,,mobile
evt00603,2026-05-18 23:25:00,u006,anon_u006,s0163,page_view,organic_search,/product,,,,mobile
evt00604,2026-05-19 01:23:00,u011,anon_u011,s0164,session_start,social,/product,,,,tablet
evt00605,2026-05-19 01:29:00,u011,anon_u011,s0164,page_view,social,/cart,,,,tablet
evt00606,2026-05-19 01:35:00,u011,anon_u011,s0164,view_item,social,/product/p017,p017,,,tablet
evt00607,2026-05-19 03:31:00,u016,anon_u016,s0165,session_start,email,/cart,,,,desktop
evt00608,2026-05-19 03:37:00,u016,anon_u016,s0165,page_view,email,/checkout,,,,desktop
evt00609,2026-05-19 03:43:00,u016,anon_u016,s0165,add_to_cart,email,/account,p019,,,desktop
evt00610,2026-05-19 03:49:00,u016,anon_u016,s0165,begin_checkout,email,/,,,,desktop
evt00611,2026-05-19 05:39:00,u021,anon_u021,s0166,session_start,direct,/checkout,,,,mobile
evt00612,2026-05-19 05:45:00,u021,anon_u021,s0166,page_view,direct,/account,,,,mobile
evt00613,2026-05-19 05:51:00,u021,anon_u021,s0166,view_item,direct,/product/p021,p021,,,mobile
evt00614,2026-05-19 07:47:00,u026,anon_u026,s0167,session_start,affiliate,/account,,,,tablet
evt00615,2026-05-19 07:53:00,u026,anon_u026,s0167,page_view,affiliate,/,,,,tablet
evt00616,2026-05-19 09:06:00,u001,anon_u001,s0168,session_start,paid_search,/,,,,desktop
evt00617,2026-05-19 09:12:00,u001,anon_u001,s0168,page_view,paid_search,/collections/new,,,,desktop
evt00618,2026-05-19 09:18:00,u001,anon_u001,s0168,view_item,paid_search,/product/p001,p001,,,desktop
evt00619,2026-05-19 09:24:00,u001,anon_u001,s0168,add_to_cart,paid_search,/product,p001,,,desktop
evt00620,2026-05-19 11:14:00,u006,anon_u006,s0169,session_start,organic_search,/collections/new,,,,mobile
evt00621,2026-05-19 11:20:00,u006,anon_u006,s0169,page_view,organic_search,/collections/bestsellers,,,,mobile
evt00622,2026-05-19 13:22:00,u011,anon_u011,s0170,session_start,social,/collections/bestsellers,,,,tablet
evt00623,2026-05-19 13:28:00,u011,anon_u011,s0170,page_view,social,/product,,,,tablet
evt00624,2026-05-19 13:34:00,u011,anon_u011,s0170,view_item,social,/product/p005,p005,,,tablet
evt00625,2026-05-19 13:40:00,u011,anon_u011,s0170,begin_checkout,social,/checkout,,,,tablet
evt00626,2026-05-19 15:30:00,u016,anon_u016,s0171,session_start,email,/product,,,,desktop
evt00627,2026-05-19 15:36:00,u016,anon_u016,s0171,page_view,email,/cart,,,,desktop
evt00628,2026-05-19 15:42:00,u016,anon_u016,s0171,add_to_cart,email,/checkout,p007,,,desktop
evt00629,2026-05-19 17:34:00,u021,anon_u021,s0172,session_start,direct,/cart,,,,mobile
evt00630,2026-05-19 17:40:00,u021,anon_u021,s0172,page_view,direct,/checkout,,,,mobile
evt00631,2026-05-19 17:46:00,u021,anon_u021,s0172,view_item,direct,/product/p009,p009,,,mobile
evt00632,2026-05-19 19:42:00,u026,anon_u026,s0173,session_start,affiliate,/checkout,,,,tablet
evt00633,2026-05-19 19:48:00,u026,anon_u026,s0173,page_view,affiliate,/account,,,,tablet
evt00634,2026-05-19 21:05:00,u001,anon_u001,s0174,session_start,paid_search,/account,,,,desktop
evt00635,2026-05-19 21:11:00,u001,anon_u001,s0174,page_view,paid_search,/,,,,desktop
evt00636,2026-05-19 21:17:00,u001,anon_u001,s0174,view_item,paid_search,/product/p013,p013,,,desktop
evt00637,2026-05-19 21:23:00,u001,anon_u001,s0174,add_to_cart,paid_search,/collections/bestsellers,p013,,,desktop
evt00638,2026-05-19 23:13:00,u006,anon_u006,s0175,session_start,organic_search,/,,,,mobile
evt00639,2026-05-19 23:19:00,u006,anon_u006,s0175,page_view,organic_search,/collections/new,,,,mobile
evt00640,2026-05-19 23:25:00,u006,anon_u006,s0175,begin_checkout,organic_search,/collections/bestsellers,,,,mobile
evt00641,2026-05-20 01:17:00,u011,anon_u011,s0176,session_start,social,/collections/new,,,,tablet
evt00642,2026-05-20 01:23:00,u011,anon_u011,s0176,page_view,social,/collections/bestsellers,,,,tablet
evt00643,2026-05-20 01:29:00,u011,anon_u011,s0176,view_item,social,/product/p017,p017,,,tablet
evt00644,2026-05-20 03:25:00,u016,anon_u016,s0177,session_start,email,/collections/bestsellers,,,,desktop
evt00645,2026-05-20 03:31:00,u016,anon_u016,s0177,page_view,email,/product,,,,desktop
evt00646,2026-05-20 03:37:00,u016,anon_u016,s0177,add_to_cart,email,/cart,p019,,,desktop
evt00647,2026-05-20 05:33:00,u021,anon_u021,s0178,session_start,direct,/product,,,,mobile
evt00648,2026-05-20 05:39:00,u021,anon_u021,s0178,page_view,direct,/cart,,,,mobile
evt00649,2026-05-20 05:45:00,u021,anon_u021,s0178,view_item,direct,/product/p021,p021,,,mobile
evt00650,2026-05-20 07:41:00,u026,anon_u026,s0179,session_start,affiliate,/cart,,,,tablet
evt00651,2026-05-20 07:47:00,u026,anon_u026,s0179,page_view,affiliate,/checkout,,,,tablet
evt00652,2026-05-20 09:00:00,u001,anon_u001,s0180,session_start,paid_search,/checkout,,,,desktop
evt00653,2026-05-20 09:06:00,u001,anon_u001,s0180,page_view,paid_search,/account,,,,desktop
evt00654,2026-05-20 09:12:00,u001,anon_u001,s0180,view_item,paid_search,/product/p001,p001,,,desktop
evt00655,2026-05-20 09:18:00,u001,anon_u001,s0180,add_to_cart,paid_search,/collections/new,p001,,,desktop
evt00656,2026-05-20 09:24:00,u001,anon_u001,s0180,begin_checkout,paid_search,/collections/bestsellers,,,,desktop
evt00013,2026-05-05 17:36:00,u029,anon_u029,s0004,page_view,direct,/checkout,,,,mobile
evt00049,2026-05-06 11:04:00,u002,anon_u002,s0013,session_start,organic_search,/account,,,,mobile
evt00105,2026-05-07 15:14:00,u010,anon_u010,s0027,session_start,email,/account,,,,desktop
evt00176,2026-05-09 01:58:00,u009,anon_u009,s0044,purchase,social,/checkout,,o0044,0.00,tablet
evt00261,2026-05-10 19:26:00,u006,anon_u006,s0065,purchase,affiliate,/checkout,,o0065,347.48,tablet
